questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
MCAS_2006_8_6,6,1,A,1,1,MCAS,8,2006,The graph below relates distance to time for a rolling ball. {img:images/States2017/Mass/Mass_8thGr_2006_3.png} What is the average speed of the ball? (A) 2 m/s (B) 6 m/s (C) 8 m/s (D) 72 m/s,science,Dev
MCAS_2006_9_1-v1,1,1,A,1,1,MCAS,9,2006,"The distance vs. time graph below shows data collected as a remote-controlled car moved across a level parking lot. {img:images/States2017/Mass/Mass_9thGr_physics_2006_1.png} According to the graph, which of the following conclusions about the car's motion is supported? (A) The car is accelerating. (B) The car is stopping and starting. (C) The car is traveling at a constant velocity. (D) The car is moving through an obstacle course.",physics,Dev
MCAS_2006_9_20-v1,20,1,A,1,1,MCAS,9,2006,The diagram below illustrates how plant root cells take in mineral ions from the surrounding soil. {img:images/States2017/Mass/Mass_9thGr_2006_15.png} Which of the following processes is illustrated? (A) active transport (B) diffusion (C) osmosis (D) passive filtration,biology,Dev
MCAS_2006_9_37,37,1,B,1,1,MCAS,9,2006,A freshwater food web is shown below. {img:images/States2017/Mass/Mass_9thGr_2006_25.png} The X in this food web most likely represents which of the following? (A) dragonfly larvae (B) Elodea plants (C) frog eggs (D) Paramecium species,biology,Dev
MCAS_2009_8_10,10,1,C,1,1,MCAS,8,2009,The table below shows the number of each kind of atom that makes up one molecule of the compounds sucrose and ethanol. {img:images/States2017/Mass/Mass_8thGr_2009_2.png} Which of the following is the same for both compounds? (A) the mass of each molecule (B) the length of each molecule (C) the types of atoms in each molecule (D) the number of atoms in each molecule,science,Dev
MCAS_2009_8_15,15,1,C,1,1,MCAS,8,2009,The diagram below shows a major system of the human body. {img:images/States2017/Mass/Mass_8thGr_2009_8.png} Which of the following best describes the function of this system? (A) absorbing nutrients from food (B) protecting the body from infection (C) exchanging gases with the environment (D) responding to stimuli in the environment,science,Dev
MCAS_2016_8_1,1,1,A,1,1,MCAS,8,2016,The diagram below shows the path of a ball bouncing on the ground. Four locations in the path are identified with numbers. {img:images/States2017/Mass/Mass_8thGr_2016_1.png} At which location does the ball have the greatest amount of kinetic energy? (A) location 1 (B) location 2 (C) location 3 (D) location 4,science,Dev
MCAS_2016_8_4,4,1,C,1,1,MCAS,8,2016,"The map below shows the locations of two cities. City Y is near the coast, and city Z is near the middle of a continent. The cities have the same elevation. {img:images/States2017/Mass/Mass_8thGr_2016_2.png} Based on the map, which of the following statements describes how the climates of the two cities are most likely different? (A) City Y receives less rain than city Z. (B) City Y has colder winters than city Z. (C) City Y has cooler summers than city Z. (D) City Y receives more sunlight than city Z.",science,Dev
MEA_2010_8_13-v1,13,1,A,1,1,MEA,8,2010,Each circle shown below represents a different atom. {img:images/States2017/ME/ME_8thGr_2010_6.png} Which diagram illustrates that matter is always conserved during a chemical reaction? (A) {img:images/States2017/ME/ME_8thGr_2010_7.png} (B) {img:images/States2017/ME/ME_8thGr_2010_8.png} (C) {img:images/States2017/ME/ME_8thGr_2010_9.png} (D) {img:images/States2017/ME/ME_8thGr_2010_10.png},science,Dev
MEA_2010_8_8-v1,8,1,B,1,1,MEA,8,2010,The table below shows five elements and the way they react with chlorine (Cl). {img:images/States2017/ME/ME_8thGr_2010_4.png} Which two elements are most likely from the same family or group in the periodic table? (A) calcium and chlorine (B) sodium and potassium (C) potassium and aluminum (D) aluminum and magnesium,science,Dev
MEA_2014_8_19,19,1,B,1,1,MEA,8,2014-2015,"The diagram below shows the water cycle. {img:images/States2017/ME/ME_8thGr_2014-2015_13.png} Which statement best describes the water cycle? (A) Driven by the Sun, the water cycle adds new water as precipitation. (B) Driven by the Sun, the water cycle moves water throughout Earth. (C) Driven by Earth's internal heat, the water cycle adds new water as precipitation. (D) Driven by Earth's internal heat, the water cycle moves water throughout the planet.",science,Dev
MEA_2014_8_4,4,1,B,1,1,MEA,8,2014-2015,The pyramid below shows how energy changes forms and is transferred in a food chain. {img:images/States2017/ME/ME_8thGr_2014-2015_1.png} Which statement explains why less energy is available as it is transferred through each step of the food chain? (A) Heat is added at each level. (B) Organisms at each level use some of the energy. (C) The higher levels do not need as much energy. (D) Organisms at lower levels destroy some of the energy,science,Dev
MEA_2016_8_9,9,1,D,1,1,MEA,8,2016,The diagram below shows an electromagnet. {img:images/States2017/ME/ME_8thGr_2016_2.png} Which statement best describes this application of an electromagnet? (A) The magnetic field in the battery causes an electrical current in the nail. (B) The magnetic field in the battery causes a magnetic field around the nail. (C) The electrical current supplied by the battery causes an electrical current in the nail. (D) The electrical current supplied by the battery causes a magnetic field around the nail.,science,Dev
MSA_2012_8_13,13,1,A,1,1,MSA,8,2012,"Unknown Liquid Demonstrations A science teacher played a short video of two demonstrations that used the same unknown clear liquid. Demonstration 1: The teacher in the video placed one drop of the unknown clear liquid onto a piece of pH paper. The pH paper turned red, indicating a pH of 2. {img:images/States2017/MD/MD_8thGr_2012_5.png} Demonstration 2: The teacher in the video placed a beaker containing a copper penny under an operating fume hood, which safely removes gases. With the fume hood running, the teacher placed one drop of the unknown clear liquid on the copper penny. A dark red gas and a blue liquid immediately formed. The chemical property of copper shown in the second demonstration is identified as (A) a reaction with acid (B) the formation of rust (C) a reaction with oxygen (D) the formation of a base",science,Dev
MSA_2012_8_14,14,1,D,1,1,MSA,8,2012,"Unknown Liquid Demonstrations A science teacher played a short video of two demonstrations that used the same unknown clear liquid. Demonstration 1: The teacher in the video placed one drop of the unknown clear liquid onto a piece of pH paper. The pH paper turned red, indicating a pH of 2. {img:images/States2017/MD/MD_8thGr_2012_5.png} Demonstration 2: The teacher in the video placed a beaker containing a copper penny under an operating fume hood, which safely removes gases. With the fume hood running, the teacher placed one drop of the unknown clear liquid on the copper penny. A dark red gas and a blue liquid immediately formed. The students recorded data from both demonstrations in the table shown below. {img:images/States2017/MD/MD_8thGr_2012_6.png} The best title for the second column is (A) Materials Used (B) Gases Released (C) Liquids Produced (D) Demonstration Results",science,Dev
MSA_2012_8_15,15,1,C,1,1,MSA,8,2012,"Unknown Liquid Demonstrations A science teacher played a short video of two demonstrations that used the same unknown clear liquid. Demonstration 1: The teacher in the video placed one drop of the unknown clear liquid onto a piece of pH paper. The pH paper turned red, indicating a pH of 2. {img:images/States2017/MD/MD_8thGr_2012_5.png} Demonstration 2: The teacher in the video placed a beaker containing a copper penny under an operating fume hood, which safely removes gases. With the fume hood running, the teacher placed one drop of the unknown clear liquid on the copper penny. A dark red gas and a blue liquid immediately formed. The unknown clear liquid used in the demonstrations is best classified as (A) a weak acid (B) a weak base (C) a strong acid (D) a strong base",science,Dev
MSA_2012_8_20,20,1,D,1,1,MSA,8,2012,"There are many snow-capped mountains around the world. {img:images/States2017/MD/MD_8thGr_2012_10.png} The elevation of this mountain is nearly 3,048 meters. The summer climate in the area is generally cool and rainy. Summer temperatures reach 21°C. During many months of the year, the day and night temperatures vary significantly. The weather changes quickly. Approximately 300 centimeters of snow usually covers the ground from November until May. While studying mountain geology, a scientist uncovered many marine fossils. The presence of marine fossils on the mountain supports the conclusion that the mountain area was once (A) flooded (B) a volcano (C) part of a grassland (D) covered by an ocean",science,Dev
MSA_2012_8_21,21,1,D,1,1,MSA,8,2012,"There are many snow-capped mountains around the world. {img:images/States2017/MD/MD_8thGr_2012_10.png} The elevation of this mountain is nearly 3,048 meters. The summer climate in the area is generally cool and rainy. Summer temperatures reach 21°C. During many months of the year, the day and night temperatures vary significantly. The weather changes quickly. Approximately 300 centimeters of snow usually covers the ground from November until May. As the snow on a mountain melts, water travels down the mountain and seeps into the soil and the pores of rocks. Water contained in the soil and the pores of rocks is referred to as (A) runoff (B) water vapor (C) precipitation (D) groundwater",science,Dev
MSA_2012_8_22,22,1,B,1,1,MSA,8,2012,"There are many snow-capped mountains around the world. {img:images/States2017/MD/MD_8thGr_2012_10.png} The elevation of this mountain is nearly 3,048 meters. The summer climate in the area is generally cool and rainy. Summer temperatures reach 21°C. During many months of the year, the day and night temperatures vary significantly. The weather changes quickly. Approximately 300 centimeters of snow usually covers the ground from November until May. Water is easily trapped in cracks and layers of mountain rock. Alternating high and low temperatures affect the water, which freezes and thaws many times. Which process causes changes to the rocks due to repeated freezing and thawing of trapped water? (A) chemical weathering (B) physical weathering (C) wind deposition (D) wind erosion",science,Dev
MSA_2015_8_9,9,1,D,1,1,MSA,8,2015,Part of the rock cycle is shown in the diagram below. {img:images/States2017/MD/MD_8thGr_2015_4.png} The change that occurred to the rock between Steps 1 and 2 in this part of the rock cycle was (A) sedimentary rock changed to igneous rock (B) igneous rock changed to sedimentary rock (C) metamorphic rock changed to igneous rock (D) sedimentary rock changed to metamorphic rock,science,Dev
TIMSS_2003_8_pg25,pg25,1,B,1,1,TIMSS,8,2003,"A candle is placed on a ruled grid in front of a mirror, as shown. At what point will the reflection of the candle appear to be? {img:images/States2017/TIMSS/TIMSS_2003_8thGr_18.png} (A) Point A (B) Point B (C) Point C (D) Point D",science,Dev
TIMSS_2003_8_pg49,pg49,1,D,1,1,TIMSS,8,2003,"The graph shows the progress made by a beetle moving along a straight line. {img:images/States2017/TIMSS/TIMSS_2003_8thGr_22.png} If the beetle keeps moving at the same speed, how long will it take to travel 10 cm? (A) 4 seconds (B) 6 seconds (C) 20 seconds (D) 25 seconds",science,Dev
TIMSS_2007_8_pg59,pg59,1,B,1,1,TIMSS,8,2007,The diagram below shows Earth's water cycle. {img:images/States2017/TIMSS/TIMSS_8thGr_2007_31.png} What is the source of energy for the water cycle? (A) The Moon (B) The Sun (C) The tides (D) The wind,science,Dev
TIMSS_2007_8_pg64,pg64,1,B,1,1,TIMSS,8,2007,Mary went for a cycle ride during which she had a puncture. She repaired it straight away and immediately continued her ride. The graph shows the progress she made during the ride. {img:images/States2017/TIMSS/TIMSS_8thGr_2007_32.png} About how long did it take Mary to mend the puncture? (A) 20 minutes (B) 30 minutes (C) 40 minutes (D) 70 minutes,science,Dev
TIMSS_2011_8_pg11,pg11,1,C,1,1,TIMSS,8,2011,Bob did an experiment to investigate the effect of temperature on the solubility of sugar in water by measuring the amount of sugar that would dissolve in 1 liter of water at different temperatures. He then plotted his results. Which of the following is likely to be the graph showing Bob's results? (A) {img:images/States2017/TIMSS/TIMSS_8thGR_2011_1.png} (B) {img:images/States2017/TIMSS/TIMSS_8thGR_2011_2.png} (C) {img:images/States2017/TIMSS/TIMSS_8thGR_2011_3.png} (D) {img:images/States2017/TIMSS/TIMSS_8thGR_2011_4.png},science,Dev
TIMSS_2011_8_pg35,pg35,1,A,1,1,TIMSS,8,2011,Scientists think that the rocks in the picture were once a single rock. {img:images/States2017/TIMSS/TIMSS_8thGR_2011_12.png} Which property of water had the most effect of splitting the rock into two pieces? (A) Water expanding when it freezes. (B) Water boiling at 109°C. (C) Water having a density less than rock. (D) Water dissolving many substances.,science,Dev
WASL_2004_8_15,15,1,A,1,1,WASL,8,2004,Look at the two groups of organisms in the chart below: {img:images/States2017/WA/WA_8thGr_2004_9.png} The organisms are separated into the two groups based on what characteristic? (A) Type of habitat (B) Number of body parts (C) Type of reproduction (D) Role in community,science,Dev
WASL_2007_8_1,1,1,D,1,1,WASL,8,2007,"Wild About Radishes Amanda wanted to find out how acidic water affects plant growth. Amanda decided to do an investigation using radish plants and several water samples with different acidities as measured by pH. Question: How does the acidity of water affect the height of radish plants? Hypothesis (prediction): Radish plants given water with a pH of 7 will grow taller than radish plants given water with a pH lower than 7 because plants will not grow well with water that is acidic. Materials: radish seeds small plant pots filled with soil water samples each with a different acidity: pH 4, pH 5, pH 6, and pH 7 graduated cylinders labels ruler {img:images/States2017/WA/WA_8thGr_2007_1.png} Procedure: 1. Label six pots pH 4, six pots pH 5, six pots pH 6, and six pots pH 7 as shown in the Investigation Setup diagram. 2. Plant one radish seed in each pot. 3. Every three days pour 5 milliliters of water with the labeled pH into each pot. 4. Measure and record the height of the tallest leaf of each radish plant after watering. 5. After two weeks, calculate and record the average plant height for each of the four pH groups. Data: The table below shows the calculated average plant heights for the six plants in each of the groups. {img:images/States2017/WA/WA_8thGr_2007_2.png} Which of the following variables was a controlled (kept the same) variable in this investigation? (A) Height of the radish plants (B) Length of the radish roots (C) Acidity of the water (D) Amount of the water",science,Dev
WASL_2007_8_2,2,1,B,1,1,WASL,8,2007,"Wild About Radishes Amanda wanted to find out how acidic water affects plant growth. Amanda decided to do an investigation using radish plants and several water samples with different acidities as measured by pH. Question: How does the acidity of water affect the height of radish plants? Hypothesis (prediction): Radish plants given water with a pH of 7 will grow taller than radish plants given water with a pH lower than 7 because plants will not grow well with water that is acidic. Materials: radish seeds small plant pots filled with soil water samples each with a different acidity: pH 4, pH 5, pH 6, and pH 7 graduated cylinders labels ruler {img:images/States2017/WA/WA_8thGr_2007_1.png} Procedure: 1. Label six pots pH 4, six pots pH 5, six pots pH 6, and six pots pH 7 as shown in the Investigation Setup diagram. 2. Plant one radish seed in each pot. 3. Every three days pour 5 milliliters of water with the labeled pH into each pot. 4. Measure and record the height of the tallest leaf of each radish plant after watering. 5. After two weeks, calculate and record the average plant height for each of the four pH groups. Data: The table below shows the calculated average plant heights for the six plants in each of the groups. {img:images/States2017/WA/WA_8thGr_2007_2.png} How could Amanda make the investigation results more reliable? (A) Change the type of seeds (B) Repeat the entire investigation (C) Change the amount of soil in each pot (D) Increase the amount of water added each week",science,Dev
WASL_2007_8_3,3,1,B,1,1,WASL,8,2007,"Wild About Radishes Amanda wanted to find out how acidic water affects plant growth. Amanda decided to do an investigation using radish plants and several water samples with different acidities as measured by pH. Question: How does the acidity of water affect the height of radish plants? Hypothesis (prediction): Radish plants given water with a pH of 7 will grow taller than radish plants given water with a pH lower than 7 because plants will not grow well with water that is acidic. Materials: radish seeds small plant pots filled with soil water samples each with a different acidity: pH 4, pH 5, pH 6, and pH 7 graduated cylinders labels ruler {img:images/States2017/WA/WA_8thGr_2007_1.png} Procedure: 1. Label six pots pH 4, six pots pH 5, six pots pH 6, and six pots pH 7 as shown in the Investigation Setup diagram. 2. Plant one radish seed in each pot. 3. Every three days pour 5 milliliters of water with the labeled pH into each pot. 4. Measure and record the height of the tallest leaf of each radish plant after watering. 5. After two weeks, calculate and record the average plant height for each of the four pH groups. Data: The table below shows the calculated average plant heights for the six plants in each of the groups. {img:images/States2017/WA/WA_8thGr_2007_2.png} Which of the following systems in a human body performs the same function as the stem in a radish plant? (A) Reproductive (B) Circulatory (C) Immune (D) Nervous",science,Dev
WASL_2007_8_4,4,1,D,1,1,WASL,8,2007,"Wild About Radishes Amanda wanted to find out how acidic water affects plant growth. Amanda decided to do an investigation using radish plants and several water samples with different acidities as measured by pH. Question: How does the acidity of water affect the height of radish plants? Hypothesis (prediction): Radish plants given water with a pH of 7 will grow taller than radish plants given water with a pH lower than 7 because plants will not grow well with water that is acidic. Materials: radish seeds small plant pots filled with soil water samples each with a different acidity: pH 4, pH 5, pH 6, and pH 7 graduated cylinders labels ruler {img:images/States2017/WA/WA_8thGr_2007_1.png} Procedure: 1. Label six pots pH 4, six pots pH 5, six pots pH 6, and six pots pH 7 as shown in the Investigation Setup diagram. 2. Plant one radish seed in each pot. 3. Every three days pour 5 milliliters of water with the labeled pH into each pot. 4. Measure and record the height of the tallest leaf of each radish plant after watering. 5. After two weeks, calculate and record the average plant height for each of the four pH groups. Data: The table below shows the calculated average plant heights for the six plants in each of the groups. {img:images/States2017/WA/WA_8thGr_2007_2.png} What provides Amanda's plants with the energy needed for growth? (A) Air (B) Soil (C) Water (D) Light",science,Dev
AIMS_2009_8_1,1,1,A,1,1,AIMS,8,2009,"A ball was attached to the end of a string and spun in a circle as shown in Figure 1 below. The ball moved in a counter-clockwise direction when seen from above as shown in Figure 2. {img:images/StatesDMC-DA/8thGr/AZ/AIMS_8_2009_1.png} After several spins, the string was released when the ball was at point R. Which diagram shows the direction that the ball would fly the instant the string was released? (A) {img:images/StatesDMC-DA/8thGr/AZ/AIMS_8_2009_2.png} (B) {img:images/StatesDMC-DA/8thGr/AZ/AIMS_8_2009_3.png} (C) {img:images/StatesDMC-DA/8thGr/AZ/AIMS_8_2009_4.png} (D) {img:images/StatesDMC-DA/8thGr/AZ/AIMS_8_2009_5.png}",,Dev
AKDE&ED_2008_8_35,35,1,A,1,1,Alaska Department of Education & Early Development,8,2008,Study the topographical maps below. {img:images/StatesDMC-DA/Alaska/8thGr/Alaska-2008-8-28.png} Which features are most likely shown in both topographical maps? (A) streams (B) islands (C) valleys (D) lakes,,Dev
AKDE&ED_2008_8_8,8,1,A,1,1,Alaska Department of Education & Early Development,8,2008,Which diagram correctly models the movement of carbon in a food web? (A) {img:images/StatesDMC-DA/Alaska/8thGr/Alaska-2008-8-8.png} (B) {img:images/StatesDMC-DA/Alaska/8thGr/Alaska-2008-8-9.png} (C) {img:images/StatesDMC-DA/Alaska/8thGr/Alaska-2008-8-10.png} (D) {img:images/StatesDMC-DA/Alaska/8thGr/Alaska-2008-8-11.png},,Dev
AKDE&ED_2012_8_27,27,1,B,1,1,Alaska Department of Education & Early Development,8,2012,Two balloons are hanging from a ceiling. {img:images/StatesDMC-DA/Alaska/8thGr/Alaska-2012-8-18.png} The balloons are attracted to each other because the balloons have (A) neutral charges. (B) opposite charges. (C) a positive charge. (D) a negative charge.,,Dev
MCAS_2007_8_5177,5177,1,A,1,1,MCAS,8,2007,The tools shown in the picture below are used in a factory. {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2007_10.png} In which of the following manufacturing processes are these tools most likely used? (A) assembling (B) cutting (C) finishing (D) shaping,,Dev
MCAS_2007_8_5193,5193,1,B,1,1,MCAS,8,2007,A map with contour lines is shown below. {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2007_16.png} Which of the following is the best estimate of the difference in elevation between Black Bear Camp and Eagle Peak? (A) 400 m (B) 900 m (C) 1200 m (D) 1500 m,,Dev
MCAS_2008_8_5709,5709,1,A,1,1,MCAS,8,2008,The diagram below shows how a change in temperature affects the physical state of a substance. Each of the labeled points represents the same substance at a different temperature. {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2008_14.png} Which point represents the substance in the physical state with the particles moving the least? (A) point W (B) point X (C) point Y (D) point Z,,Dev
MCAS_2010_8_12002,12002,1,B,1,1,MCAS,8,2010,The diagram below shows a side view of a landform with different elevations. {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2010_1.png} Which of the following maps best represents this landform? (A) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2010_2.png} (B) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2010_3.png} (C) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2010_4.png} (D) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2010_5.png},,Dev
MCAS_2012_8_23635,23635,1,D,1,1,MCAS,8,2012,The pictures below show a drawing on paper and the same drawing in an electronic format on a computer screen. {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2012_1.png} Which of the following devices was most likely used to convert the drawing on paper into an electronic format that could be viewed on a computer screen? (A) Internet modem (B) network router (C) printer (D) scanner,,Dev
MCAS_2013_8_29428,29428,1,C,1,1,MCAS,8,2013,A ball will be rolled four times. In which of the following situations will some of the kinetic energy of the ball be converted into potential energy as the ball rolls? (A) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2013_5.png} (B) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2013_6.png} (C) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2013_7.png} (D) {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2013_8.png},,Dev
MCAS_8_2015_2,2,1,D,1,1,MCAS,8,2015,A species of bird migrates from South America across the Atlantic Ocean to its summer breeding ground in northern Canada. The birds stop on the east coast of the United States to eat the eggs of horseshoe crabs. The migration route of these birds is shown on the map below. {img:images/StatesDMC-DA/MCAS/8thGr/MCAS_8_2015_2.png} Which of the following changes would most threaten this species of bird with extinction? (A) less rainfall in South America (B) longer summers in North America (C) increased sizes of horseshoe crab eggs (D) decreased populations of horseshoe crabs,,Dev
